coddoc,edad,estciv,educacion,mora,balance,vivienda,prestamo,dia,duracion,campana,pdias,previo
CODDOC1547,53,married,secundaria,no,0,no,no,31,36,4,-1,0
CODDOC1548,54,married,terciario,no,1544,no,si,5,85,7,196,3
CODDOC1551,40,married,secundaria,no,1012,si,no,6,410,1,-1,0
CODDOC1552,33,married,primaria,no,245,si,si,8,253,3,-1,0
CODDOC1553,33,single,terciario,no,1998,no,no,19,570,1,-1,0
CODDOC1554,34,married,secundaria,no,3990,si,no,24,633,7,-1,0
CODDOC1555,36,married,secundaria,no,1328,si,no,6,82,4,-1,0
CODDOC1557,55,married,primaria,no,229,no,si,9,175,3,-1,0
CODDOC1558,28,single,terciario,no,1562,no,no,15,659,4,-1,0
CODDOC1559,29,single,secundaria,no,3432,si,no,17,139,2,-1,0
CODDOC1562,54,married,desconocido,no,386,no,si,19,74,1,152,1
CODDOC1570,43,single,desconocido,no,181,no,no,28,41,1,-1,0
CODDOC1571,34,married,terciario,no,176,no,no,18,61,4,-1,0
CODDOC1572,36,married,primaria,no,49,si,no,15,232,2,365,5
CODDOC1574,50,married,secundaria,no,372,si,no,11,21,1,-1,0
CODDOC1575,42,divorced,desconocido,no,7702,no,no,16,138,2,-1,0
CODDOC1578,47,married,secundaria,no,104,si,si,14,77,2,-1,0
CODDOC1581,38,married,primaria,no,0,si,no,3,179,2,-1,0
CODDOC1582,29,single,terciario,no,406,si,no,17,119,1,-1,0
CODDOC1584,26,married,secundaria,no,484,si,no,19,48,2,-1,0
CODDOC1585,30,single,terciario,no,3516,si,no,29,447,4,-1,0
CODDOC1588,31,single,secundaria,no,1306,si,no,28,217,5,-1,0
CODDOC1590,26,married,secundaria,no,245,si,no,26,16,11,-1,0
CODDOC1591,54,married,desconocido,no,191,no,no,4,753,2,-1,0
CODDOC1592,70,married,secundaria,no,2815,no,no,26,125,2,182,1
CODDOC1593,29,single,secundaria,no,3672,si,si,28,1210,1,-1,0
CODDOC1596,32,single,secundaria,no,29,no,no,19,156,2,-1,0
CODDOC1597,32,married,secundaria,no,84,no,si,29,403,3,-1,0
CODDOC1598,34,single,terciario,no,876,si,no,17,145,2,-1,0
CODDOC1599,48,single,primaria,no,1499,si,no,12,17,7,-1,0
CODDOC1601,32,married,secundaria,no,6217,si,si,18,486,2,181,2
CODDOC1603,47,divorced,secundaria,no,162,si,no,9,203,4,-1,0
CODDOC1604,32,married,desconocido,no,14533,no,no,31,646,3,198,2
CODDOC1605,49,single,terciario,no,151,si,no,8,97,3,-1,0
CODDOC1606,53,married,secundaria,no,-2,si,si,16,144,2,-1,0
CODDOC1608,47,divorced,terciario,no,1149,no,si,15,82,2,-1,0
CODDOC1609,35,married,primaria,no,11,si,no,13,326,4,-1,0
CODDOC1612,46,divorced,terciario,no,1297,no,no,11,716,3,-1,0
CODDOC1614,58,married,primaria,no,671,si,no,17,16,3,-1,0
CODDOC1616,34,married,terciario,no,417,si,no,18,138,1,-1,0
CODDOC1620,33,married,secundaria,no,249,si,no,31,61,4,-1,0
CODDOC1622,55,married,secundaria,no,203,si,no,14,9,5,174,12
CODDOC1623,45,single,primaria,si,-183,no,si,15,395,4,-1,0
CODDOC1626,36,married,secundaria,no,1746,si,no,7,15,1,316,1
CODDOC1631,32,divorced,terciario,no,1,si,no,8,399,4,-1,0
CODDOC1632,39,married,secundaria,no,8,no,no,30,88,3,-1,0
CODDOC1633,41,married,secundaria,no,55,si,no,6,185,4,-1,0
CODDOC1636,33,married,secundaria,no,687,si,no,14,72,2,370,1
CODDOC1637,53,married,secundaria,no,4968,no,no,6,109,1,87,2
CODDOC1640,27,single,secundaria,no,376,si,si,5,273,1,-1,0
CODDOC1641,39,married,terciario,no,12,si,no,23,130,1,-1,0
CODDOC1642,27,single,secundaria,no,23,no,no,26,590,2,-1,0
CODDOC1648,30,married,terciario,no,0,si,no,9,127,1,-1,0
CODDOC1650,37,single,secundaria,no,608,no,no,14,380,3,-1,0
CODDOC1653,23,single,secundaria,no,-306,si,no,4,217,2,-1,0
CODDOC1657,32,married,terciario,no,71,si,no,21,221,8,-1,0
CODDOC1661,52,married,secundaria,no,108,si,no,15,543,12,-1,0
CODDOC1663,50,married,primaria,no,1164,si,no,8,166,2,-1,0
CODDOC1665,37,married,secundaria,no,132,no,no,27,336,2,-1,0
CODDOC1667,32,married,terciario,no,4761,si,no,5,159,2,350,2
CODDOC1669,28,married,secundaria,no,655,si,no,4,606,2,-1,0
CODDOC1671,31,single,secundaria,no,0,si,no,28,231,2,-1,0
CODDOC1673,47,single,desconocido,no,1784,no,no,19,385,2,-1,0
CODDOC1674,36,single,secundaria,no,1281,no,no,24,119,2,-1,0
CODDOC1675,32,single,terciario,no,569,no,si,29,348,1,-1,0
CODDOC1676,34,married,primaria,no,1666,si,no,31,30,1,-1,0
CODDOC1678,33,married,terciario,no,263,no,no,4,119,2,-1,0
CODDOC1680,38,married,secundaria,no,279,si,no,28,110,5,-1,0
CODDOC1681,32,single,secundaria,no,0,no,no,18,594,4,-1,0
CODDOC1683,34,single,terciario,no,415,no,no,12,123,1,-1,0
CODDOC1684,34,single,primaria,no,0,si,si,6,172,4,-1,0
CODDOC1686,31,married,secundaria,no,1062,si,si,6,230,1,-1,0
CODDOC1687,47,married,secundaria,no,302,si,no,20,89,3,-1,0
CODDOC1688,44,divorced,secundaria,no,809,si,no,15,118,4,-1,0
CODDOC1689,38,married,secundaria,no,-278,si,no,28,143,2,-1,0
CODDOC1691,46,single,secundaria,no,751,si,no,13,104,2,-1,0
CODDOC1694,37,single,secundaria,no,2442,no,no,16,91,3,-1,0
CODDOC1695,58,married,terciario,no,1798,si,no,5,19,8,-1,0
CODDOC1698,34,married,secundaria,no,7,si,si,2,171,2,193,2
CODDOC1699,31,single,terciario,no,3283,no,no,2,258,1,73,1
CODDOC1700,49,married,desconocido,no,323,si,no,18,41,2,-1,0
CODDOC1701,54,married,terciario,no,2960,si,no,20,83,1,-1,0
CODDOC1702,29,single,secundaria,no,486,no,no,30,95,1,-1,0
CODDOC1703,51,divorced,secundaria,no,343,si,no,30,78,2,-1,0
CODDOC1704,40,divorced,secundaria,no,507,si,no,2,134,1,266,7
CODDOC1709,38,married,terciario,no,76,si,no,7,196,3,-1,0
CODDOC1710,46,married,secundaria,no,70,si,no,27,229,2,-1,0
CODDOC1711,43,married,primaria,no,960,si,si,15,241,2,-1,0
CODDOC1714,56,married,secundaria,no,2190,no,si,30,90,2,232,1
CODDOC1715,57,married,primaria,no,0,no,no,5,58,8,-1,0
CODDOC1716,38,married,secundaria,no,3732,si,no,21,379,2,-1,0
CODDOC1717,51,married,primaria,no,1550,no,no,20,12,5,-1,0
CODDOC1718,35,single,terciario,no,62,no,si,30,67,1,-1,0
CODDOC1719,37,married,primaria,no,704,no,no,18,165,7,-1,0
CODDOC1720,48,married,secundaria,no,4415,si,no,8,1032,3,141,7
CODDOC1723,56,married,secundaria,no,238,si,no,19,808,1,-1,0
CODDOC1724,45,married,primaria,no,97,si,no,7,923,3,-1,0
CODDOC1725,38,divorced,secundaria,no,410,no,no,11,63,6,-1,0
CODDOC1727,59,married,primaria,no,-47,si,no,27,84,4,-1,0
CODDOC1730,53,single,secundaria,no,2398,si,no,2,317,1,180,2
CODDOC1732,58,married,secundaria,no,235,no,no,27,88,4,-1,0
CODDOC1734,56,married,terciario,no,3172,si,no,5,139,1,-1,0
CODDOC1735,51,married,primaria,no,872,no,no,8,82,2,-1,0
CODDOC1736,35,married,secundaria,no,407,si,no,20,12,6,-1,0
CODDOC1739,44,divorced,terciario,no,2058,no,si,21,661,1,-1,0
CODDOC1740,49,married,primaria,no,889,no,no,7,388,1,-1,0
CODDOC1741,35,married,terciario,no,0,si,no,28,151,7,-1,0
CODDOC1742,41,married,terciario,no,51,no,no,25,140,8,-1,0
CODDOC1743,55,married,primaria,no,150,no,no,8,124,1,-1,0
CODDOC1744,51,married,secundaria,si,34,no,si,7,200,1,-1,0
CODDOC1746,57,married,primaria,no,282,no,si,7,261,12,-1,0
CODDOC1749,49,married,secundaria,no,197,si,no,13,223,1,182,2
CODDOC1752,48,divorced,secundaria,no,1598,si,no,29,84,1,-1,0
CODDOC1753,47,married,terciario,no,871,no,no,22,602,9,-1,0
CODDOC1756,38,married,secundaria,no,226,si,no,30,762,3,-1,0
CODDOC1758,42,single,secundaria,no,243,si,no,14,46,5,-1,0
CODDOC1760,26,single,terciario,no,3672,si,no,29,360,5,-1,0
CODDOC1761,35,married,secundaria,no,0,si,no,9,524,1,96,5
CODDOC1763,35,single,terciario,no,44,no,no,7,310,2,96,2
CODDOC1764,57,married,secundaria,no,2887,no,no,21,819,10,-1,0
CODDOC1765,29,single,secundaria,no,1992,no,no,8,202,1,87,2
CODDOC1767,45,married,secundaria,no,1415,si,no,24,311,1,-1,0
CODDOC1768,51,single,terciario,no,297,si,no,15,415,4,375,1
CODDOC1769,31,single,secundaria,no,1094,si,no,12,93,8,-1,0
CODDOC1772,37,married,terciario,no,347,si,no,22,282,1,-1,0
CODDOC1773,35,married,terciario,no,1253,si,no,19,210,2,-1,0
CODDOC1774,37,married,desconocido,no,4565,no,no,4,369,1,-1,0
CODDOC1775,28,single,terciario,no,781,no,no,9,125,6,-1,0
CODDOC1779,56,married,terciario,no,15520,no,no,18,420,1,-1,0
CODDOC1784,38,married,terciario,no,0,si,no,20,206,1,-1,0
CODDOC1786,32,married,secundaria,no,300,no,no,6,166,2,-1,0
CODDOC1787,37,single,secundaria,no,1175,si,no,15,102,1,333,2
CODDOC1789,40,married,secundaria,no,113,si,no,4,126,1,-1,0
CODDOC1790,41,married,secundaria,no,641,si,no,13,161,1,-1,0
CODDOC1793,54,married,primaria,no,8,si,no,14,143,1,-1,0
CODDOC1795,56,divorced,secundaria,si,-435,si,si,9,185,2,-1,0
CODDOC1798,31,single,secundaria,no,125,no,no,22,78,2,-1,0
CODDOC1800,41,married,terciario,no,13,no,no,5,189,2,-1,0
CODDOC1801,44,married,terciario,no,0,si,no,9,300,1,-1,0
CODDOC1803,30,single,secundaria,no,432,si,no,20,340,3,-1,0
CODDOC1808,31,married,terciario,no,6290,no,no,20,303,2,-1,0
CODDOC1814,46,married,terciario,no,1375,si,no,17,308,3,-1,0
CODDOC1815,34,married,terciario,no,180,no,no,16,298,3,-1,0
CODDOC1816,58,married,secundaria,no,175,no,no,12,92,4,-1,0
CODDOC1817,52,married,secundaria,no,381,no,si,25,288,12,-1,0
CODDOC1820,33,divorced,secundaria,si,10,si,si,18,167,5,-1,0
CODDOC1822,51,married,desconocido,no,21244,no,si,4,166,2,-1,0
CODDOC1824,35,divorced,secundaria,no,473,si,si,26,434,4,-1,0
CODDOC1825,37,single,secundaria,no,781,no,no,20,75,1,-1,0
CODDOC1826,60,married,primaria,no,0,no,no,23,40,1,-1,0
CODDOC1827,40,married,secundaria,no,1819,no,no,5,398,2,-1,0
CODDOC1832,32,single,terciario,no,-59,no,si,4,192,1,-1,0
CODDOC1833,40,divorced,secundaria,no,-81,no,si,23,186,1,-1,0
CODDOC1834,37,married,primaria,no,0,si,no,6,226,1,363,3
CODDOC1835,57,married,terciario,no,0,si,no,21,67,1,-1,0
CODDOC1836,46,married,terciario,no,-3,no,no,28,205,2,-1,0
CODDOC1837,31,single,primaria,no,2488,si,no,20,14,1,-1,0
CODDOC1838,39,divorced,terciario,si,3,no,no,6,488,1,-1,0
CODDOC1840,32,married,primaria,no,103,no,no,23,312,1,-1,0
CODDOC1842,41,single,secundaria,no,1680,si,no,2,76,2,-1,0
CODDOC1843,59,divorced,primaria,no,7179,no,no,5,150,1,-1,0
CODDOC1844,39,married,secundaria,no,247,si,no,17,244,2,-1,0
CODDOC1846,27,single,secundaria,no,261,si,si,18,113,1,-1,0
CODDOC1847,51,married,secundaria,no,95,si,no,23,1309,4,-1,0
CODDOC1848,33,single,secundaria,no,291,no,no,25,72,6,-1,0
CODDOC1852,33,married,primaria,no,324,si,no,13,217,2,-1,0
CODDOC1853,50,married,secundaria,no,669,si,no,2,88,1,-1,0
CODDOC1855,34,single,terciario,no,2646,no,no,14,142,1,-1,0
CODDOC1857,48,divorced,terciario,no,541,si,no,14,72,1,363,2
CODDOC1858,38,married,secundaria,no,434,si,no,20,411,1,-1,0
CODDOC1859,34,married,secundaria,no,622,si,no,21,145,1,-1,0
CODDOC1860,32,married,secundaria,no,0,si,no,8,80,2,-1,0
CODDOC1864,32,single,secundaria,no,45,si,si,14,908,3,344,7
CODDOC1865,32,married,secundaria,no,923,si,no,17,819,4,-1,0
CODDOC1869,42,married,primaria,no,-679,si,si,6,159,1,343,2
CODDOC1872,34,divorced,secundaria,no,991,si,no,6,89,1,344,1
CODDOC1873,34,married,secundaria,no,247,no,no,8,401,2,-1,0
CODDOC1875,42,married,desconocido,no,-406,si,no,30,152,5,-1,0
CODDOC1880,34,married,secundaria,no,2211,no,no,8,149,1,-1,0
CODDOC1883,34,single,secundaria,no,440,si,no,6,445,2,345,2
CODDOC1884,32,single,secundaria,no,135,si,no,18,232,2,-1,0
CODDOC1885,39,married,secundaria,no,-735,si,no,30,144,5,248,2
CODDOC1886,36,married,terciario,no,60,no,no,19,209,2,-1,0
CODDOC1889,34,single,secundaria,no,-72,si,no,7,273,5,-1,0
CODDOC1892,32,single,terciario,no,656,si,si,20,148,2,-1,0
CODDOC1893,27,married,secundaria,no,100,no,no,16,57,2,-1,0
CODDOC1900,40,single,terciario,no,1361,no,no,29,1473,1,-1,0
CODDOC1901,19,single,desconocido,no,0,no,no,11,123,3,-1,0
CODDOC1908,59,divorced,terciario,no,7813,si,no,21,75,1,-1,0
CODDOC1909,44,single,secundaria,no,-27,si,si,14,100,3,-1,0
CODDOC1914,48,married,primaria,no,7195,no,no,21,609,2,-1,0
CODDOC1916,29,single,terciario,no,1026,no,no,12,226,1,92,1
CODDOC1917,51,married,terciario,no,3921,si,no,5,168,1,-1,0
CODDOC1919,43,married,secundaria,no,-179,si,no,30,335,6,-1,0
CODDOC1920,34,married,terciario,no,2552,si,si,25,74,1,-1,0
CODDOC1921,40,married,terciario,no,1729,si,no,12,85,1,-1,0
CODDOC1922,43,married,secundaria,no,434,si,no,5,117,1,-1,0
CODDOC1925,44,divorced,secundaria,no,-329,si,no,7,171,1,-1,0
CODDOC1927,31,single,secundaria,no,391,no,no,13,336,2,-1,0
CODDOC1930,46,single,terciario,no,705,no,no,4,398,1,-1,0
CODDOC1932,45,married,secundaria,no,4365,no,si,9,45,2,-1,0
CODDOC1933,32,married,secundaria,no,350,si,no,28,110,2,-1,0
CODDOC1937,37,single,terciario,no,695,no,no,28,233,1,-1,0
CODDOC1938,30,single,secundaria,si,-770,si,no,28,87,1,-1,0
CODDOC1939,44,divorced,secundaria,no,80,si,si,14,387,2,-1,0
CODDOC1940,45,married,secundaria,no,315,si,no,30,103,1,-1,0
CODDOC1941,27,single,secundaria,no,213,no,no,27,378,1,-1,0
CODDOC1944,40,divorced,secundaria,no,212,no,no,7,176,1,-1,0
CODDOC1947,42,divorced,secundaria,no,257,si,no,12,955,2,-1,0
CODDOC1949,27,single,terciario,no,3083,si,no,29,244,2,-1,0
CODDOC1951,50,married,primaria,no,1260,no,no,18,172,1,-1,0
CODDOC1953,41,divorced,secundaria,no,6046,si,si,15,300,6,182,2
CODDOC1955,49,married,primaria,no,-37,no,no,4,191,2,-1,0
CODDOC1956,46,divorced,terciario,no,-154,si,si,27,107,2,-1,0
CODDOC1958,30,single,terciario,no,799,si,si,6,91,18,-1,0
CODDOC1960,44,married,secundaria,no,2523,si,no,29,1236,2,-1,0
CODDOC1961,40,married,primaria,no,98,si,no,2,193,5,-1,0
CODDOC1964,49,married,terciario,no,852,si,no,20,408,1,-1,0
CODDOC1965,33,married,primaria,no,50,si,no,7,246,2,-1,0
CODDOC1966,40,single,terciario,no,0,no,no,26,58,7,-1,0
CODDOC1967,44,married,primaria,no,10,si,no,17,196,1,-1,0
CODDOC1969,52,married,terciario,no,0,si,no,9,197,1,-1,0
CODDOC1970,35,married,terciario,no,175,si,no,7,257,2,-1,0
CODDOC1971,35,married,secundaria,no,-259,si,no,29,381,1,247,2
CODDOC1972,32,married,secundaria,no,6217,si,si,21,486,2,-1,0
CODDOC1973,42,married,secundaria,no,-1310,si,si,28,162,1,-1,0
CODDOC1975,44,single,secundaria,no,7138,no,no,8,809,2,-1,0
CODDOC1976,50,divorced,secundaria,no,1111,si,no,17,50,1,-1,0
CODDOC1978,55,divorced,terciario,no,-612,no,no,26,131,2,-1,0
CODDOC1979,54,married,desconocido,no,310,si,no,28,526,4,258,3
CODDOC1980,31,single,secundaria,no,-186,si,no,26,172,3,-1,0
CODDOC1981,56,married,desconocido,no,2038,no,no,8,405,1,305,1
CODDOC1982,51,married,terciario,no,833,no,no,31,77,3,-1,0
CODDOC1983,61,married,primaria,no,625,si,no,19,158,2,-1,0
CODDOC1984,34,single,secundaria,no,105,si,no,7,146,2,171,3
CODDOC1987,34,single,terciario,no,618,si,no,3,119,4,-1,0
CODDOC1990,45,married,secundaria,no,2926,si,si,19,482,3,120,2
CODDOC1992,37,divorced,terciario,no,66,no,no,18,1164,2,-1,0
CODDOC1994,40,married,desconocido,no,419,si,no,10,347,1,-1,0
CODDOC1995,44,married,primaria,no,4758,si,no,22,712,6,-1,0
CODDOC1996,38,single,secundaria,no,-23,no,no,20,48,2,-1,0
CODDOC1997,58,divorced,terciario,no,1573,si,si,17,279,1,-1,0
CODDOC1999,53,married,secundaria,no,1378,si,no,18,91,2,-1,0
CODDOC2005,28,single,secundaria,no,1065,si,si,17,406,1,317,1
CODDOC2006,51,married,secundaria,no,-13,si,no,13,361,1,364,1
CODDOC2007,51,married,primaria,no,1869,no,no,17,30,3,-1,0
CODDOC2009,39,married,secundaria,si,-183,si,no,14,202,2,-1,0
CODDOC2012,31,married,primaria,no,0,si,si,12,59,4,-1,0
CODDOC2013,38,married,terciario,no,46,no,no,29,70,4,-1,0
CODDOC2015,74,divorced,secundaria,no,4079,no,no,19,343,3,-1,0
CODDOC2017,43,married,secundaria,no,7876,si,no,11,209,2,-1,0
CODDOC2018,34,single,terciario,no,925,si,no,13,709,1,-1,0
CODDOC2019,54,divorced,terciario,no,7010,no,no,11,275,2,-1,0
CODDOC2023,33,single,terciario,no,3170,no,no,28,246,2,-1,0
CODDOC2024,48,married,secundaria,no,8,no,si,7,46,1,-1,0
CODDOC2025,42,divorced,terciario,no,216,si,no,8,144,3,-1,0
CODDOC2026,35,single,terciario,no,2975,no,no,8,249,2,-1,0
CODDOC2028,38,single,primaria,no,490,si,si,25,17,1,-1,0
CODDOC2029,45,married,secundaria,no,245,si,no,14,126,3,-1,0
CODDOC2031,47,married,desconocido,no,150,no,no,9,52,1,-1,0
CODDOC2033,59,married,primaria,no,1727,no,no,25,500,4,358,2
CODDOC2034,41,divorced,primaria,no,664,no,si,15,955,5,-1,0
CODDOC2035,42,married,secundaria,no,473,si,no,7,216,5,-1,0
CODDOC2036,51,divorced,terciario,no,0,no,no,28,84,7,-1,0
CODDOC2040,43,married,terciario,no,13044,no,no,18,36,4,-1,0
CODDOC2043,43,married,secundaria,no,625,si,no,30,175,1,-1,0
CODDOC2044,52,married,primaria,no,255,no,si,10,374,3,-1,0
CODDOC2047,21,single,secundaria,no,1903,si,no,29,107,2,-1,0
CODDOC2048,43,married,terciario,no,1937,no,no,19,385,1,-1,0
CODDOC2051,52,married,primaria,no,230,si,no,6,198,2,170,2
CODDOC2052,31,single,secundaria,no,747,si,no,26,543,2,-1,0
CODDOC2054,24,single,secundaria,no,-46,si,no,19,23,1,-1,0
CODDOC2055,57,married,secundaria,no,0,no,si,30,104,2,-1,0
CODDOC2058,51,married,secundaria,no,18,no,si,25,363,6,-1,0
CODDOC2060,34,married,secundaria,no,1412,si,si,27,157,2,-1,0
CODDOC2065,36,single,terciario,no,2806,si,no,30,358,4,-1,0
CODDOC2068,41,divorced,primaria,no,22,si,no,18,238,3,126,4
CODDOC2071,80,married,secundaria,no,8304,no,no,6,681,1,118,11
CODDOC2074,33,single,secundaria,no,697,no,no,6,860,2,-1,0
CODDOC2077,46,married,secundaria,no,1427,si,no,14,32,3,-1,0
CODDOC2078,30,single,terciario,no,201,si,no,17,325,2,-1,0
CODDOC2079,31,single,secundaria,no,1086,no,no,20,410,1,-1,0
CODDOC2080,38,divorced,terciario,no,4335,si,no,20,640,1,-1,0
CODDOC2081,34,divorced,secundaria,no,44,no,no,9,118,1,-1,0
CODDOC2082,48,married,desconocido,no,286,no,no,30,166,2,-1,0
CODDOC2084,42,married,secundaria,no,214,si,no,28,21,24,-1,0
CODDOC2085,41,married,secundaria,no,343,si,no,14,89,7,-1,0
CODDOC2087,39,married,primaria,no,1046,no,no,19,112,4,-1,0
CODDOC2089,26,single,terciario,no,592,no,no,29,145,2,164,1
CODDOC2090,38,single,terciario,no,104,si,no,6,606,3,-1,0
CODDOC2092,54,married,secundaria,no,-22,no,si,9,85,1,-1,0
CODDOC2093,51,married,secundaria,no,0,no,no,18,439,3,-1,0
CODDOC2100,52,married,terciario,no,6922,no,no,20,371,1,-1,0
CODDOC2103,46,married,terciario,no,2262,no,no,14,44,14,-1,0
CODDOC2104,39,married,secundaria,no,1970,si,no,8,30,1,404,2
CODDOC2105,38,divorced,terciario,no,1513,no,no,7,330,1,342,1
CODDOC2106,34,married,secundaria,no,4659,si,no,30,28,1,-1,0
CODDOC2107,47,married,primaria,no,668,no,no,12,908,1,-1,0
CODDOC2109,46,divorced,primaria,no,452,si,no,9,113,4,-1,0
CODDOC2114,31,married,secundaria,no,2304,si,no,20,257,2,-1,0
CODDOC2115,33,married,terciario,no,1412,si,no,19,480,1,-1,0
CODDOC2116,42,married,primaria,no,145,no,no,20,252,2,-1,0
CODDOC2119,51,married,primaria,no,3726,no,si,27,119,12,-1,0
CODDOC2120,31,married,terciario,no,591,no,no,21,161,2,-1,0
CODDOC2121,62,divorced,terciario,no,0,no,no,13,227,2,-1,0
CODDOC2122,24,single,secundaria,no,508,si,no,18,12,3,374,1
CODDOC2131,31,single,primaria,no,864,si,no,14,113,2,-1,0
CODDOC2133,26,married,secundaria,no,0,no,no,27,755,1,-1,0
CODDOC2134,52,married,terciario,no,214,no,no,29,161,3,-1,0
CODDOC2135,58,married,secundaria,no,425,si,si,17,100,1,-1,0
CODDOC2138,59,married,primaria,no,0,no,no,18,167,2,-1,0
CODDOC2139,27,single,secundaria,no,282,no,si,9,676,5,-1,0
CODDOC2142,33,married,secundaria,no,0,si,si,28,83,12,-1,0
CODDOC2143,31,single,secundaria,no,864,si,no,6,100,1,-1,0
CODDOC2146,38,married,primaria,no,-363,no,no,12,340,2,-1,0
CODDOC2147,35,married,secundaria,no,8883,no,no,21,33,3,-1,0
CODDOC2157,29,married,secundaria,no,57,si,no,21,342,9,-1,0
CODDOC2158,57,married,secundaria,no,523,no,si,2,49,6,-1,0
CODDOC2159,43,married,terciario,no,422,no,no,12,110,1,-1,0
CODDOC2163,40,single,secundaria,no,-1,no,no,7,173,1,-1,0
CODDOC2168,45,married,primaria,no,907,no,no,18,230,8,-1,0
CODDOC2170,29,single,secundaria,no,404,no,no,30,413,3,-1,0
CODDOC2174,55,married,desconocido,no,1210,si,no,30,868,1,-1,0
CODDOC2176,56,divorced,terciario,no,442,no,no,28,77,3,-1,0
CODDOC2178,27,single,secundaria,no,671,si,no,7,332,2,-1,0
CODDOC2180,51,married,terciario,no,-3,no,no,25,91,9,-1,0
CODDOC2181,33,married,secundaria,no,11,si,no,4,104,3,-1,0
CODDOC2182,32,single,secundaria,no,33,si,no,18,125,1,368,4
CODDOC2186,40,married,secundaria,no,1438,si,no,6,207,1,351,2
CODDOC2188,51,married,primaria,no,-11,no,no,16,126,4,-1,0
CODDOC2189,46,single,secundaria,no,1693,si,no,25,137,1,97,1
CODDOC2190,43,married,primaria,no,778,si,si,15,284,5,-1,0
CODDOC2197,54,divorced,terciario,no,26306,si,no,11,27,1,84,3
CODDOC2199,33,married,secundaria,no,575,no,si,4,254,2,-1,0
CODDOC2202,25,single,terciario,no,777,si,no,14,351,1,-1,0
CODDOC2203,29,married,terciario,no,199,si,si,7,1689,4,-1,0
CODDOC2204,35,single,terciario,no,3552,no,no,21,267,1,-1,0
CODDOC2205,49,married,secundaria,no,47,no,no,5,234,2,-1,0
CODDOC2206,41,divorced,secundaria,no,3823,no,no,26,234,10,-1,0
CODDOC2208,29,single,secundaria,no,1117,si,no,8,77,2,-1,0
CODDOC2210,59,married,secundaria,no,0,no,no,18,247,4,-1,0
CODDOC2212,55,divorced,terciario,no,1598,no,no,22,607,4,-1,0
CODDOC2213,34,married,terciario,no,3301,si,no,17,485,2,227,4
CODDOC2214,24,single,secundaria,no,822,no,no,27,184,1,91,2
CODDOC2219,58,married,primaria,no,0,si,no,31,5,25,-1,0
CODDOC2221,33,married,secundaria,no,139,si,si,18,732,2,291,5
CODDOC2224,42,divorced,secundaria,no,47,si,si,8,141,1,-1,0
CODDOC2226,31,single,terciario,no,96,no,no,5,577,1,-1,0
CODDOC2227,39,married,terciario,no,83,si,no,11,193,2,-1,0
CODDOC2229,47,married,secundaria,no,3973,no,no,6,732,2,-1,0
CODDOC2230,42,divorced,secundaria,no,372,si,si,6,121,2,-1,0
CODDOC2233,38,married,secundaria,no,7696,si,no,20,386,2,-1,0
CODDOC2235,34,married,secundaria,no,1,si,no,19,108,1,-1,0
CODDOC2237,32,divorced,secundaria,si,-18,si,no,12,155,3,-1,0
CODDOC2239,26,married,terciario,no,479,si,no,9,133,3,-1,0
CODDOC2244,32,married,secundaria,no,401,si,no,15,294,2,-1,0
CODDOC2245,58,single,terciario,no,145,si,si,16,128,2,-1,0
CODDOC2247,28,single,secundaria,no,89,si,si,6,172,2,-1,0
CODDOC2248,35,married,secundaria,no,94,si,si,14,208,5,-1,0
CODDOC2249,39,married,secundaria,no,1438,si,no,20,212,2,-1,0
CODDOC2250,49,divorced,terciario,no,780,no,no,8,148,1,871,2
CODDOC2252,37,married,terciario,no,238,no,no,3,185,1,92,1
CODDOC2254,30,single,secundaria,no,1924,no,no,6,170,1,-1,0
CODDOC2256,36,single,terciario,no,1531,si,no,8,81,3,170,1
CODDOC2257,41,single,secundaria,no,764,no,no,12,230,2,-1,0
CODDOC2258,55,married,secundaria,no,383,no,no,5,287,1,-1,0
CODDOC2259,70,married,primaria,no,3782,no,no,16,618,1,-1,0
CODDOC2264,58,married,secundaria,no,502,si,no,12,197,2,370,3
CODDOC2265,51,married,terciario,no,-15,no,no,25,212,2,-1,0
CODDOC2266,45,married,terciario,no,1929,si,no,29,44,15,-1,0
CODDOC2267,55,married,secundaria,no,0,no,no,23,180,2,238,3
CODDOC2269,33,single,secundaria,no,-424,si,no,26,863,1,-1,0
CODDOC2270,27,single,secundaria,no,0,si,no,7,388,7,-1,0
CODDOC2272,34,single,terciario,no,171,si,no,7,191,1,294,1
CODDOC2276,45,married,terciario,no,-206,si,no,6,337,2,-1,0
CODDOC2279,34,single,secundaria,no,943,no,no,29,96,4,-1,0
CODDOC2280,35,married,secundaria,no,327,si,no,13,537,3,-1,0
CODDOC2281,29,single,secundaria,no,-105,si,no,27,5,3,-1,0
CODDOC2282,58,married,secundaria,no,983,no,no,5,139,1,-1,0
CODDOC2284,45,married,terciario,no,0,si,no,29,100,3,-1,0
CODDOC2285,43,married,secundaria,no,3060,si,no,15,253,2,-1,0
CODDOC2286,44,married,secundaria,no,5780,si,no,1,525,2,-1,0
CODDOC2287,30,single,secundaria,no,790,no,no,20,696,3,-1,0
CODDOC2288,38,married,terciario,no,1449,no,no,26,535,6,-1,0
CODDOC2290,21,single,secundaria,no,681,no,no,20,6,1,-1,0
CODDOC2291,38,married,terciario,no,228,si,no,5,105,1,-1,0
