coddoc,edad,estciv,educacion,mora,balance,vivienda,prestamo,dia,duracion,campana,pdias,previo,Adq_Ahorro
CODDOC1455,45,single,primaria,no,1893,si,no,3,1259,6,-1,0,1
CODDOC1456,39,married,terciario,no,14,no,no,28,114,2,-1,0,0
CODDOC1457,36,married,secundaria,no,-423,si,si,13,106,1,-1,0,0
CODDOC1458,33,married,terciario,no,3696,no,no,19,305,1,182,3,0
CODDOC1459,36,married,terciario,no,2987,si,no,12,307,1,-1,0,1
CODDOC1460,31,single,secundaria,no,433,no,no,11,1504,2,-1,0,0
CODDOC1462,38,single,terciario,no,0,si,no,1,71,1,-1,0,0
CODDOC1463,33,married,secundaria,no,2727,no,no,6,205,3,-1,0,0
CODDOC1464,40,married,secundaria,no,93,si,no,13,134,2,-1,0,0
CODDOC1469,38,married,terciario,no,0,si,no,13,537,5,303,2,0
CODDOC1471,55,married,primaria,no,4103,no,no,19,291,1,-1,0,0
CODDOC1473,48,married,secundaria,no,116,si,no,20,70,4,-1,0,0
CODDOC1474,53,married,secundaria,no,70,si,no,5,611,2,-1,0,0
CODDOC1475,44,divorced,secundaria,no,432,no,no,9,132,3,-1,0,0
CODDOC1481,35,married,terciario,no,8647,no,no,19,140,2,-1,0,0
CODDOC1483,39,married,secundaria,no,0,si,no,7,502,1,7,2,0
CODDOC1485,44,married,primaria,no,276,si,si,15,219,1,-1,0,0
CODDOC1486,29,single,secundaria,no,113,no,no,12,328,2,183,4,1
CODDOC1488,33,married,primaria,no,82,si,no,18,63,2,-1,0,0
CODDOC1489,46,married,terciario,no,1008,no,no,29,24,13,-1,0,0
CODDOC1491,26,single,secundaria,no,443,no,no,30,84,3,-1,0,0
CODDOC1492,41,married,secundaria,no,351,si,no,9,175,1,-1,0,0
CODDOC1494,39,single,terciario,no,-41,no,si,25,40,15,-1,0,0
CODDOC1497,44,single,secundaria,no,3945,no,no,28,255,1,-1,0,0
CODDOC1498,55,married,terciario,no,197,no,si,8,256,1,-1,0,0
CODDOC1499,51,divorced,primaria,no,837,no,no,30,41,2,-1,0,0
CODDOC1500,50,married,terciario,no,-94,no,si,25,75,1,-1,0,0
CODDOC1501,30,married,secundaria,no,1743,si,no,5,192,4,-1,0,0
CODDOC1506,30,married,secundaria,no,124,no,no,16,161,2,-1,0,0
CODDOC1512,34,single,secundaria,no,0,no,no,17,63,2,-1,0,0
CODDOC1516,46,married,primaria,no,19,si,no,21,171,1,-1,0,0
CODDOC1517,29,married,terciario,no,242,si,no,18,73,4,-1,0,0
CODDOC1518,53,married,desconocido,no,13,no,no,28,69,1,-1,0,0
CODDOC1523,39,married,primaria,no,238,si,si,19,134,1,-1,0,0
CODDOC1528,57,divorced,secundaria,no,63,si,no,5,242,1,-1,0,0
CODDOC1529,31,single,secundaria,no,16,no,no,7,387,1,-1,0,0
CODDOC1530,29,single,secundaria,no,417,no,no,7,90,1,-1,0,0
CODDOC1532,46,married,primaria,no,2749,si,no,17,332,1,-1,0,0
CODDOC1533,33,married,secundaria,no,133,no,no,4,218,1,-1,0,1
CODDOC1536,37,married,secundaria,no,4760,si,no,8,182,2,169,2,0
CODDOC1537,32,single,secundaria,no,2979,no,no,25,156,1,-1,0,0
CODDOC1539,50,divorced,secundaria,no,203,si,no,19,265,1,127,4,0
CODDOC1541,31,divorced,secundaria,no,1210,no,no,16,350,1,-1,0,0
CODDOC1542,43,married,secundaria,no,634,si,no,17,65,1,131,1,0
CODDOC1546,56,married,secundaria,no,0,si,no,19,154,2,-1,0,0
CODDOC1549,32,single,desconocido,no,6145,si,no,14,362,1,287,13,0
CODDOC1550,41,married,secundaria,no,28,si,no,11,49,1,-1,0,0
CODDOC1556,34,married,terciario,no,412,si,si,8,164,1,-1,0,0
CODDOC1560,31,single,secundaria,no,144,si,no,4,43,11,-1,0,0
CODDOC1561,52,married,terciario,no,1339,si,no,22,343,5,-1,0,0
CODDOC1563,43,married,primaria,no,7727,si,no,15,302,8,-1,0,0
CODDOC1564,55,married,secundaria,no,204,no,no,14,455,13,-1,0,0
CODDOC1565,28,divorced,desconocido,no,101,si,no,28,126,4,-1,0,0
CODDOC1566,45,divorced,secundaria,no,728,si,si,18,107,1,-1,0,0
CODDOC1567,45,married,primaria,no,2418,si,no,14,120,1,-1,0,0
CODDOC1568,51,married,terciario,no,2934,si,no,18,727,4,-1,0,0
CODDOC1569,42,single,secundaria,no,0,si,no,7,275,4,-1,0,0
CODDOC1573,37,married,secundaria,no,2023,si,no,10,214,1,-1,0,0
CODDOC1576,34,single,primaria,no,464,si,no,18,173,1,299,2,0
CODDOC1577,48,married,secundaria,no,117,si,no,16,635,1,-1,0,0
CODDOC1579,40,married,terciario,no,1041,si,no,12,73,1,-1,0,0
CODDOC1580,37,married,terciario,no,539,no,no,18,540,2,115,3,0
CODDOC1583,46,married,primaria,no,2558,si,no,20,107,1,167,1,0
CODDOC1586,42,married,secundaria,no,5639,si,no,17,430,2,-1,0,0
CODDOC1587,42,single,terciario,no,100,no,no,7,64,2,-1,0,0
CODDOC1589,37,single,terciario,no,815,si,no,7,77,1,-1,0,0
CODDOC1594,50,married,secundaria,no,1572,si,no,9,185,1,-1,0,0
CODDOC1595,60,divorced,secundaria,no,385,si,no,4,80,1,-1,0,0
CODDOC1600,25,married,terciario,no,0,si,no,9,160,1,-1,0,0
CODDOC1602,32,married,primaria,no,329,si,no,3,321,1,-1,0,0
CODDOC1607,41,single,desconocido,no,4684,no,no,20,30,6,-1,0,0
CODDOC1610,33,single,secundaria,no,8004,no,no,19,414,3,-1,0,0
CODDOC1611,49,married,primaria,no,1019,si,no,16,285,5,-1,0,0
CODDOC1613,29,divorced,terciario,no,415,si,si,28,449,4,-1,0,0
CODDOC1615,40,single,secundaria,no,2378,si,no,2,65,1,-1,0,0
CODDOC1617,60,married,primaria,no,71,no,no,10,121,3,-1,0,0
CODDOC1618,43,married,terciario,no,1188,no,no,27,140,2,-1,0,0
CODDOC1619,50,married,primaria,no,8139,si,no,18,256,6,-1,0,0
CODDOC1621,37,married,primaria,no,689,si,no,14,367,2,-1,0,0
CODDOC1624,47,married,primaria,no,3451,no,si,21,125,2,-1,0,0
CODDOC1625,58,married,secundaria,no,116,no,no,16,580,3,-1,0,0
CODDOC1627,55,married,secundaria,no,0,si,no,30,119,2,-1,0,0
CODDOC1628,31,married,secundaria,no,897,si,no,20,26,2,-1,0,0
CODDOC1629,38,married,secundaria,no,821,si,si,17,224,2,180,1,0
CODDOC1630,42,married,secundaria,no,130,si,no,29,285,1,-1,0,0
CODDOC1634,59,married,primaria,no,699,no,no,28,98,1,154,6,0
CODDOC1635,42,divorced,secundaria,no,759,no,no,28,97,1,169,3,0
CODDOC1638,43,married,primaria,no,1211,si,no,6,208,3,-1,0,0
CODDOC1639,39,single,terciario,no,426,no,no,18,1029,1,-1,0,1
CODDOC1643,33,married,secundaria,no,353,si,no,19,107,2,-1,0,0
CODDOC1644,29,divorced,secundaria,no,330,si,no,12,88,2,-1,0,0
CODDOC1645,33,divorced,terciario,no,0,no,no,13,305,2,-1,0,0
CODDOC1646,41,married,secundaria,no,353,no,no,19,90,2,-1,0,0
CODDOC1647,38,single,terciario,no,2273,si,no,17,222,1,-1,0,0
CODDOC1649,58,married,terciario,no,744,no,no,28,38,1,-1,0,0
CODDOC1651,36,divorced,secundaria,no,356,si,no,7,244,3,313,1,0
CODDOC1652,45,married,primaria,no,1291,si,no,28,189,17,-1,0,0
CODDOC1654,53,married,primaria,no,306,no,no,28,388,3,181,1,1
CODDOC1655,44,married,primaria,no,-312,si,no,20,22,3,-1,0,0
CODDOC1656,32,single,secundaria,no,493,no,no,13,289,2,-1,0,0
CODDOC1658,38,married,terciario,no,669,si,si,31,129,2,-1,0,0
CODDOC1659,47,married,primaria,no,556,si,no,4,147,2,264,4,0
CODDOC1660,34,single,secundaria,no,84,si,no,23,299,1,-1,0,0
CODDOC1662,45,single,secundaria,no,-11,si,no,5,247,1,-1,0,0
CODDOC1664,52,divorced,primaria,no,-191,si,no,15,755,1,-1,0,1
CODDOC1666,51,married,secundaria,no,2237,si,no,29,619,1,-1,0,0
CODDOC1668,33,married,secundaria,no,-346,si,si,23,29,3,-1,0,0
CODDOC1670,66,married,terciario,no,1048,si,no,23,971,2,-1,0,0
CODDOC1672,35,married,primaria,no,624,si,no,7,163,1,-1,0,0
CODDOC1677,40,married,secundaria,no,168,si,no,7,249,2,169,1,0
CODDOC1679,39,married,secundaria,no,-405,si,no,8,177,1,-1,0,0
CODDOC1682,65,married,desconocido,no,300,no,no,12,105,1,-1,0,0
CODDOC1685,42,single,primaria,no,1322,si,si,8,178,1,-1,0,0
CODDOC1690,28,single,terciario,no,3238,si,no,19,7,1,-1,0,0
CODDOC1692,51,divorced,primaria,no,-28,no,si,2,220,2,-1,0,0
CODDOC1693,42,divorced,terciario,no,0,no,no,20,85,2,-1,0,0
CODDOC1696,43,married,secundaria,no,132,no,no,19,574,1,84,3,1
CODDOC1697,36,single,terciario,no,260,si,no,7,49,1,-1,0,0
CODDOC1705,35,single,terciario,no,5958,si,no,22,215,1,-1,0,1
CODDOC1706,25,single,secundaria,no,304,no,no,26,226,2,-1,0,1
CODDOC1707,32,single,secundaria,no,118,si,no,17,1275,1,-1,0,1
CODDOC1708,30,married,secundaria,no,123,no,si,17,66,1,85,5,0
CODDOC1712,32,single,terciario,no,2185,no,no,20,354,2,-1,0,0
CODDOC1713,29,single,secundaria,no,309,si,no,11,471,3,-1,0,0
CODDOC1721,30,single,secundaria,si,4,si,no,23,84,3,-1,0,0
CODDOC1722,60,married,secundaria,no,262,no,no,18,393,4,-1,0,0
CODDOC1726,20,single,secundaria,no,1191,no,no,12,274,1,-1,0,0
CODDOC1728,34,married,terciario,no,197,no,no,20,78,3,-1,0,1
CODDOC1729,36,married,desconocido,no,6,no,no,20,41,7,-1,0,0
CODDOC1731,51,married,terciario,no,630,si,no,5,138,1,-1,0,0
CODDOC1733,48,married,primaria,no,1910,si,no,29,413,2,-1,0,0
CODDOC1737,40,single,secundaria,no,100,si,no,11,221,1,461,1,1
CODDOC1738,59,married,secundaria,no,345,no,no,9,38,1,-1,0,0
CODDOC1745,27,single,secundaria,no,795,no,no,6,101,3,-1,0,0
CODDOC1747,51,single,terciario,no,2139,no,no,17,176,2,-1,0,0
CODDOC1748,38,married,terciario,no,-469,si,no,16,209,12,-1,0,0
CODDOC1750,40,single,terciario,no,825,si,no,20,38,1,335,1,0
CODDOC1751,47,single,terciario,no,3232,no,no,6,541,1,204,3,0
CODDOC1754,56,married,secundaria,no,83,no,no,27,26,11,-1,0,0
CODDOC1755,29,single,terciario,no,1445,no,no,26,328,2,143,2,1
CODDOC1757,32,married,terciario,no,-55,si,no,26,107,4,-1,0,0
CODDOC1759,30,married,primaria,no,-336,no,no,10,128,6,-1,0,0
CODDOC1762,35,married,secundaria,no,251,si,si,1,128,3,-1,0,0
CODDOC1766,32,single,secundaria,no,2,no,no,9,144,2,-1,0,0
CODDOC1770,50,married,desconocido,no,-84,si,no,6,101,1,-1,0,0
CODDOC1771,38,single,secundaria,no,-1,si,no,7,72,1,-1,0,0
CODDOC1776,38,married,terciario,no,7124,no,no,16,301,6,-1,0,0
CODDOC1777,43,married,secundaria,no,17555,no,no,26,14,14,-1,0,0
CODDOC1778,43,married,desconocido,no,5172,si,no,29,57,3,-1,0,0
CODDOC1780,32,single,terciario,no,13711,si,no,14,638,1,175,3,0
CODDOC1781,58,divorced,terciario,no,1533,no,no,15,137,2,-1,0,0
CODDOC1782,47,married,terciario,no,286,no,no,22,557,7,-1,0,0
CODDOC1783,31,single,secundaria,no,-219,si,no,30,66,2,-1,0,0
CODDOC1785,50,married,secundaria,no,810,si,no,14,19,14,-1,0,0
CODDOC1788,39,married,terciario,no,0,si,no,2,46,2,-1,0,0
CODDOC1791,45,married,secundaria,no,1477,si,no,8,355,1,-1,0,0
CODDOC1792,31,married,secundaria,no,0,si,no,14,40,2,-1,0,0
CODDOC1794,39,divorced,secundaria,no,399,si,si,14,133,2,-1,0,0
CODDOC1796,35,single,secundaria,no,2830,no,no,20,22,12,-1,0,0
CODDOC1797,34,married,secundaria,no,15,no,no,25,184,7,-1,0,0
CODDOC1799,38,married,terciario,no,45,no,no,22,125,4,-1,0,0
CODDOC1802,49,married,secundaria,no,579,si,no,28,396,1,-1,0,0
CODDOC1804,31,single,secundaria,no,1987,si,no,20,55,2,-1,0,0
CODDOC1805,34,married,secundaria,no,857,si,no,22,238,6,-1,0,0
CODDOC1806,70,married,terciario,no,15834,no,no,5,172,3,186,1,0
CODDOC1807,45,married,terciario,no,3370,no,no,12,36,3,-1,0,0
CODDOC1809,57,married,secundaria,no,808,no,no,14,417,3,-1,0,0
CODDOC1810,40,married,desconocido,no,4075,si,no,16,162,3,-1,0,0
CODDOC1811,28,married,secundaria,no,373,si,no,14,10,9,344,1,0
CODDOC1812,44,single,secundaria,no,-101,si,no,10,99,1,-1,0,0
CODDOC1813,49,divorced,secundaria,no,3250,no,no,16,32,3,-1,0,0
CODDOC1818,27,married,secundaria,no,2171,si,no,16,130,1,323,1,0
CODDOC1819,48,married,secundaria,no,340,si,no,28,255,2,-1,0,0
CODDOC1821,46,married,secundaria,no,4958,si,no,17,64,3,150,5,0
CODDOC1823,31,married,terciario,no,156,no,no,13,657,7,-1,0,1
CODDOC1828,50,married,terciario,no,4374,si,no,21,163,2,113,3,0
CODDOC1829,34,married,secundaria,no,456,si,si,28,137,8,-1,0,0
CODDOC1830,32,married,secundaria,no,253,si,no,4,257,3,-1,0,0
CODDOC1831,36,single,secundaria,no,774,si,no,3,231,2,259,1,0
CODDOC1839,35,married,secundaria,no,839,si,no,23,50,3,-1,0,0
CODDOC1841,44,divorced,secundaria,no,316,si,no,21,163,3,-1,0,0
CODDOC1845,54,married,terciario,no,8295,no,no,5,207,1,-1,0,1
CODDOC1849,38,married,primaria,no,2240,si,no,19,551,1,183,1,0
CODDOC1850,52,married,terciario,no,0,no,no,19,163,3,-1,0,0
CODDOC1851,54,divorced,terciario,no,1295,si,no,21,179,10,-1,0,0
CODDOC1854,39,single,secundaria,no,4143,si,si,2,21,1,-1,0,0
CODDOC1856,41,single,secundaria,no,618,no,no,5,1056,1,-1,0,0
CODDOC1861,48,married,secundaria,no,99,si,no,28,344,1,-1,0,0
CODDOC1862,28,single,secundaria,no,290,si,no,18,128,1,-1,0,0
CODDOC1863,47,married,secundaria,no,1230,si,no,30,412,1,169,1,1
CODDOC1866,38,married,terciario,no,950,no,no,5,210,2,-1,0,0
CODDOC1867,86,married,secundaria,no,1503,no,no,18,165,3,101,1,0
CODDOC1868,47,married,secundaria,no,65,no,no,28,118,8,-1,0,0
CODDOC1870,44,married,terciario,no,773,no,si,9,618,1,-1,0,0
CODDOC1871,25,single,desconocido,no,10788,no,no,23,102,2,210,2,0
CODDOC1874,53,married,primaria,no,4143,no,no,15,200,3,-1,0,0
CODDOC1876,30,single,secundaria,no,180,no,no,14,203,1,183,2,0
CODDOC1877,26,single,primaria,no,-887,si,no,18,827,2,-1,0,1
CODDOC1878,40,married,secundaria,no,4157,si,no,15,735,1,-1,0,0
CODDOC1879,34,single,secundaria,no,1386,si,si,28,185,6,-1,0,0
CODDOC1881,40,married,terciario,no,-495,no,si,29,303,2,-1,0,0
CODDOC1882,36,married,terciario,no,27359,si,no,3,71,2,-1,0,0
CODDOC1887,39,divorced,secundaria,no,902,si,no,10,691,2,180,5,1
CODDOC1888,33,married,desconocido,no,18347,si,no,23,415,1,-1,0,0
CODDOC1890,42,married,terciario,no,1205,no,no,8,376,2,-1,0,1
CODDOC1891,46,married,secundaria,no,499,si,no,31,37,10,-1,0,0
CODDOC1894,35,divorced,secundaria,no,69,si,no,8,461,3,-1,0,0
CODDOC1895,53,married,desconocido,no,619,no,no,17,198,6,-1,0,0
CODDOC1896,29,single,secundaria,no,192,no,no,30,327,4,-1,0,0
CODDOC1897,35,single,terciario,no,0,no,no,29,669,6,-1,0,0
CODDOC1898,49,married,terciario,no,87,no,no,29,165,1,-1,0,0
CODDOC1899,58,married,terciario,no,3228,no,no,19,58,2,-1,0,0
CODDOC1902,30,single,terciario,no,34,si,no,6,289,1,-1,0,0
CODDOC1903,34,single,secundaria,no,318,no,si,25,239,5,-1,0,0
CODDOC1904,60,married,secundaria,no,197,no,no,7,1386,1,-1,0,0
CODDOC1905,28,single,terciario,no,0,no,no,28,294,2,105,7,1
CODDOC1906,46,married,terciario,no,273,si,no,18,910,2,184,4,1
CODDOC1907,49,divorced,primaria,no,15,si,no,27,550,7,-1,0,0
CODDOC1910,33,married,terciario,no,75,no,no,21,204,4,-1,0,0
CODDOC1911,54,married,secundaria,no,1139,si,no,14,155,1,177,7,0
CODDOC1912,26,married,secundaria,no,115,si,no,4,46,3,-1,0,0
CODDOC1913,54,married,secundaria,no,0,no,no,16,1366,1,150,1,0
CODDOC1915,30,single,terciario,no,-477,no,si,21,1532,2,-1,0,1
CODDOC1918,53,married,primaria,no,980,si,no,3,352,1,-1,0,1
CODDOC1923,33,single,secundaria,no,-300,si,si,25,184,1,-1,0,0
CODDOC1924,66,married,secundaria,no,4785,no,no,13,72,3,-1,0,0
CODDOC1926,33,married,secundaria,no,0,si,no,22,44,8,-1,0,0
CODDOC1928,71,married,primaria,no,4657,no,no,16,93,5,-1,0,1
CODDOC1929,22,single,primaria,no,3472,no,no,20,332,1,183,3,1
CODDOC1931,32,married,secundaria,no,255,si,si,21,86,2,-1,0,0
CODDOC1934,49,married,primaria,no,474,si,si,9,152,3,221,1,0
CODDOC1935,27,single,secundaria,no,489,si,no,30,356,4,-1,0,1
CODDOC1936,46,married,secundaria,no,757,no,no,16,382,3,-1,0,0
CODDOC1942,57,married,primaria,no,0,no,no,9,257,2,-1,0,0
CODDOC1943,66,married,terciario,no,2169,no,no,7,282,1,-1,0,0
CODDOC1945,48,married,secundaria,no,333,si,no,14,24,6,-1,0,0
CODDOC1946,33,single,secundaria,no,4404,si,no,20,766,3,-1,0,0
CODDOC1948,47,married,secundaria,no,3188,si,no,3,426,3,-1,0,0
CODDOC1950,78,married,terciario,no,226,no,no,6,136,1,-1,0,0
CODDOC1952,46,single,terciario,no,1410,si,no,19,93,1,189,8,0
CODDOC1954,36,single,terciario,no,980,no,no,11,118,4,104,7,0
CODDOC1957,77,married,primaria,no,680,no,no,24,513,2,89,7,0
CODDOC1959,43,single,secundaria,si,-1164,si,si,18,76,4,-1,0,0
CODDOC1962,38,married,primaria,no,3419,si,no,20,324,5,-1,0,0
CODDOC1963,25,single,terciario,no,343,no,no,1,377,1,-1,0,1
CODDOC1968,32,married,secundaria,no,950,si,si,20,219,4,-1,0,0
CODDOC1974,59,married,desconocido,no,139,no,no,5,153,1,-1,0,0
CODDOC1977,27,single,secundaria,no,113,no,no,22,39,17,-1,0,0
CODDOC1985,56,married,primaria,no,551,no,no,29,27,1,-1,0,0
CODDOC1986,29,single,desconocido,no,145,no,no,14,105,1,-1,0,0
CODDOC1988,35,single,secundaria,no,1063,si,si,16,327,1,-1,0,0
CODDOC1989,56,divorced,secundaria,no,985,no,si,18,150,2,-1,0,0
CODDOC1991,31,single,secundaria,no,-449,si,no,28,81,2,-1,0,0
CODDOC1993,43,married,secundaria,no,0,si,no,17,674,3,-1,0,0
CODDOC1998,24,single,secundaria,no,77,si,no,16,236,2,-1,0,0
CODDOC2000,36,married,secundaria,no,-73,si,si,18,15,8,-1,0,0
CODDOC2001,28,married,primaria,no,60,si,no,6,161,1,337,1,0
CODDOC2002,45,married,primaria,no,137,si,si,16,187,19,-1,0,0
CODDOC2003,32,single,terciario,no,1583,si,no,19,100,1,182,1,0
CODDOC2004,46,married,secundaria,no,-121,si,si,8,214,4,-1,0,0
CODDOC2008,30,single,secundaria,no,4787,si,no,4,99,2,-1,0,0
CODDOC2010,28,married,primaria,no,702,si,no,26,318,2,-1,0,0
CODDOC2011,31,single,terciario,no,1494,no,no,13,275,12,-1,0,0
CODDOC2014,31,single,secundaria,no,609,si,no,14,1126,1,335,1,0
CODDOC2016,40,single,terciario,no,0,si,no,23,228,2,182,6,1
CODDOC2020,51,married,primaria,no,42,si,no,12,51,2,342,3,0
CODDOC2021,33,married,secundaria,no,285,no,si,3,267,1,-1,0,0
CODDOC2022,41,married,terciario,no,0,no,no,20,95,1,-1,0,0
CODDOC2027,25,married,secundaria,no,894,si,no,28,328,1,-1,0,0
CODDOC2030,59,divorced,terciario,no,0,si,no,31,52,8,-1,0,0
CODDOC2032,33,married,terciario,no,4,si,no,16,285,5,-1,0,0
CODDOC2037,45,married,terciario,no,-192,si,no,6,138,3,-1,0,0
CODDOC2038,30,married,terciario,no,1942,si,si,21,436,2,178,3,1
CODDOC2039,33,single,secundaria,no,5137,si,no,6,123,1,-1,0,0
CODDOC2041,37,married,secundaria,no,1053,no,no,16,405,3,-1,0,0
CODDOC2042,73,married,primaria,no,154,no,no,15,103,1,-1,0,0
CODDOC2045,44,married,terciario,no,529,si,no,4,129,4,-1,0,0
CODDOC2046,56,married,terciario,no,318,no,si,9,246,3,-1,0,0
CODDOC2049,54,married,primaria,no,3859,no,si,20,104,3,-1,0,0
CODDOC2050,59,married,primaria,no,4198,no,no,14,309,1,91,10,1
CODDOC2053,53,married,secundaria,no,263,no,si,18,143,7,-1,0,0
CODDOC2056,48,married,secundaria,no,568,si,no,2,378,2,386,1,1
CODDOC2057,57,married,secundaria,no,1469,si,no,17,364,1,-1,0,0
CODDOC2059,50,divorced,terciario,no,201,si,no,24,248,1,-1,0,0
CODDOC2061,43,married,primaria,no,-93,si,no,26,402,2,-1,0,0
CODDOC2062,31,married,secundaria,no,-331,si,no,23,203,5,-1,0,0
CODDOC2063,29,married,desconocido,no,486,si,no,6,422,1,363,1,0
CODDOC2064,39,married,primaria,no,694,si,no,21,44,1,-1,0,0
CODDOC2066,38,single,terciario,no,0,no,no,6,39,2,-1,0,0
CODDOC2067,56,divorced,terciario,no,2959,si,no,18,325,1,-1,0,0
CODDOC2069,47,married,secundaria,no,1167,si,no,30,968,1,87,5,1
CODDOC2070,38,single,terciario,no,35,si,no,17,156,1,273,3,0
CODDOC2072,37,married,secundaria,no,4760,si,no,20,187,2,-1,0,0
CODDOC2073,44,single,terciario,no,-1313,si,si,15,104,10,-1,0,0
CODDOC2075,53,married,secundaria,no,230,no,si,13,112,2,-1,0,0
CODDOC2076,69,married,terciario,no,473,no,no,7,112,1,78,1,0
CODDOC2083,46,divorced,primaria,no,216,no,no,2,173,1,-1,0,0
CODDOC2086,33,married,secundaria,no,-77,si,no,28,151,3,-1,0,0
CODDOC2088,27,single,secundaria,no,1566,no,no,30,164,5,-1,0,0
CODDOC2091,48,married,secundaria,no,0,si,no,26,105,1,-1,0,0
CODDOC2094,47,married,secundaria,no,72,no,no,29,278,1,-1,0,0
CODDOC2095,53,married,secundaria,no,100,no,no,13,205,4,-1,0,0
CODDOC2096,35,married,primaria,no,319,si,no,16,221,1,-1,0,0
CODDOC2097,58,married,terciario,no,9339,si,no,18,52,3,172,3,0
CODDOC2098,52,divorced,terciario,no,50,si,no,12,84,3,-1,0,0
CODDOC2099,57,married,secundaria,si,32,si,no,15,476,3,-1,0,0
CODDOC2101,35,single,terciario,no,633,si,no,17,128,3,-1,0,0
CODDOC2102,48,married,secundaria,no,4265,si,no,13,220,2,-1,0,0
CODDOC2108,35,divorced,terciario,no,649,no,no,16,177,1,-1,0,0
CODDOC2110,27,single,secundaria,no,-145,si,no,15,289,8,-1,0,0
CODDOC2111,31,married,secundaria,no,-498,si,no,21,357,1,-1,0,0
CODDOC2112,31,single,terciario,no,0,no,no,28,38,16,-1,0,0
CODDOC2113,46,married,secundaria,no,22,si,no,7,414,4,-1,0,0
CODDOC2117,33,single,primaria,no,4897,si,no,20,151,1,-1,0,0
CODDOC2118,40,married,primaria,no,1832,no,no,6,213,4,-1,0,0
CODDOC2123,48,married,secundaria,no,817,no,no,14,517,1,282,4,1
CODDOC2124,41,divorced,secundaria,no,348,si,no,7,225,2,275,2,0
CODDOC2125,43,married,terciario,no,291,si,no,9,150,2,-1,0,0
CODDOC2126,52,married,secundaria,no,3554,no,si,8,89,1,-1,0,0
CODDOC2127,54,married,primaria,no,781,si,no,9,103,2,-1,0,0
CODDOC2128,32,divorced,terciario,no,267,no,no,26,128,1,-1,0,0
CODDOC2129,38,married,primaria,no,1327,si,no,20,277,1,-1,0,0
CODDOC2130,41,married,primaria,no,-306,si,no,15,500,1,-1,0,1
CODDOC2132,35,married,terciario,no,1265,si,no,15,326,5,179,4,1
CODDOC2136,57,married,terciario,no,3,no,no,4,142,2,-1,0,0
CODDOC2137,34,married,terciario,no,0,si,no,8,214,2,-1,0,0
CODDOC2140,42,married,terciario,no,0,no,no,9,236,1,-1,0,0
CODDOC2141,47,single,terciario,no,3727,no,no,12,993,6,-1,0,1
CODDOC2144,37,married,terciario,no,4089,si,no,2,289,2,174,4,1
CODDOC2145,29,married,secundaria,no,-478,no,si,8,528,2,-1,0,0
CODDOC2148,31,single,secundaria,no,1970,no,no,17,284,3,-1,0,0
CODDOC2149,62,married,terciario,no,1859,no,no,6,245,3,-1,0,1
CODDOC2150,32,single,terciario,no,1059,si,no,17,115,1,-1,0,0
CODDOC2151,31,married,secundaria,no,388,si,no,5,730,2,-1,0,0
CODDOC2152,51,divorced,primaria,no,602,si,no,11,347,1,284,2,0
CODDOC2153,29,single,secundaria,no,0,no,no,17,58,1,-1,0,0
CODDOC2154,43,married,primaria,no,255,si,no,17,180,1,-1,0,0
CODDOC2155,36,married,secundaria,no,63,si,no,2,56,8,-1,0,0
CODDOC2156,34,married,primaria,no,712,si,no,2,326,3,-1,0,0
CODDOC2160,33,married,secundaria,no,386,no,no,12,253,1,92,4,1
CODDOC2161,60,married,terciario,no,3387,no,no,14,636,2,-1,0,0
CODDOC2162,51,married,primaria,no,260,no,no,19,137,2,-1,0,0
CODDOC2164,51,married,secundaria,no,1490,si,no,18,227,2,-1,0,0
CODDOC2165,38,married,secundaria,no,497,si,si,19,88,5,-1,0,0
CODDOC2166,35,married,secundaria,no,1707,si,no,2,426,3,-1,0,0
CODDOC2167,47,married,secundaria,no,826,si,no,18,195,3,112,8,0
CODDOC2169,40,married,secundaria,no,1836,si,no,12,750,2,-1,0,1
CODDOC2171,52,divorced,terciario,no,907,si,no,4,104,2,-1,0,0
CODDOC2172,26,married,secundaria,no,18,si,si,5,138,1,-1,0,0
CODDOC2173,31,single,primaria,no,-495,si,no,29,334,2,-1,0,0
CODDOC2175,35,married,secundaria,no,819,si,no,14,102,14,-1,0,0
CODDOC2177,28,single,secundaria,no,-46,si,no,1,199,1,92,14,1
CODDOC2179,30,married,secundaria,no,371,no,no,7,124,2,-1,0,0
CODDOC2183,43,married,secundaria,no,104,si,no,18,635,3,-1,0,1
CODDOC2184,46,married,primaria,no,174,no,si,15,90,1,-1,0,0
CODDOC2185,32,married,terciario,no,3107,si,si,25,310,1,-1,0,0
CODDOC2187,39,married,secundaria,no,1367,no,no,12,43,1,-1,0,0
CODDOC2191,36,married,terciario,no,837,no,no,28,68,6,-1,0,0
CODDOC2192,48,married,terciario,no,363,no,no,18,67,1,-1,0,0
CODDOC2193,26,single,secundaria,no,236,si,si,18,8,2,-1,0,0
CODDOC2194,39,single,desconocido,no,0,si,no,11,62,1,-1,0,0
CODDOC2195,47,married,terciario,no,-50,no,si,7,175,1,-1,0,0
CODDOC2196,23,single,primaria,no,4,si,no,13,395,2,-1,0,1
CODDOC2198,38,married,secundaria,no,46,si,si,6,195,1,-1,0,0
CODDOC2200,35,divorced,secundaria,no,148,no,si,8,199,1,-1,0,0
CODDOC2201,52,married,secundaria,no,431,no,no,26,73,17,-1,0,0
CODDOC2207,32,married,terciario,no,138,no,no,20,94,4,-1,0,0
